Trial_order;Subject_ID;Trial_ID;Accuracy;RT;Lexicality;NoS;NoS_cat;Frequency;Frequency_cat;Stimuli;Word_length
82;s13;t65;1;581;word;7;many;326;LF;SLAVA;5
180;s13;t66;1;511;word;7;many;649;HF;KNJIGA;6
134;s13;t67;1;531;word;7;many;885;HF;[KOLA;5
66;s13;t68;1;631;word;7;many;1023;HF;BORBA;5
112;s13;t69;1;501;word;7;many;1565;HF;OBLAK;5
9;s13;t70;1;861;word;7;many;2984;HF;SUNCE;5
12;s13;t72;1;481;word;8;many;116;LF;KONAC;5
156;s13;t73;1;701;word;8;many;135;LF;POTEZ;5
117;s13;t74;1;621;word;8;many;159;LF;JUNAK;5
143;s13;t75;1;551;word;8;many;212;LF;LANAC;5
165;s13;t76;1;511;word;8;many;380;LF;ZLATO;5
130;s13;t77;1;521;word;8;many;416;HF;PISMO;5
60;s13;t78;1;651;word;8;many;431;HF;ZAKON;5
4;s13;t79;1;581;word;8;many;1460;HF;SNAGA;5
19;s13;t80;1;661;word;8;many;3952;HF;ZEMLJA;6
163;s13;t81;1;781;word;9;many;161;LF;KLASA;5
118;s13;t82;1;491;word;9;many;168;LF;PLO^A;5
109;s13;t83;1;641;word;9;many;307;LF;KARTA;5
148;s13;t84;1;560;word;9;many;328;LF;MRE@A;5
161;s13;t85;1;591;word;9;many;399;LF;STANJE;6
155;s13;t86;1;521;word;9;many;403;HF;GOVOR;5
139;s13;t87;1;611;word;9;many;999;HF;POSAO;5
162;s13;t88;1;501;word;9;many;1180;HF;MESTO;5
91;s13;t89;1;551;word;9;many;1620;HF;NAROD;5
16;s13;t90;1;531;word;9;many;190;LF;TA^KA;5
51;s14;t2;1;611;word;1;few;320;LF;MR@NJA;6
54;s14;t4;1;891;word;1;few;414;HF;^E@NJA;6
70;s14;t5;1;872;word;1;few;424;HF;GRANJE;6
152;s14;t6;1;551;word;1;few;448;HF;DE^AK;5
133;s14;t7;1;621;word;1;few;453;HF;APRIL;5
18;s14;t8;1;591;word;1;few;720;HF;OSMEH;5
113;s14;t9;1;781;word;1;few;786;HF;CVE]E;5
103;s14;t10;1;851;word;1;few;1085;HF;LI[]E;5
105;s14;t11;1;611;word;2;few;254;LF;EKIPA;5
77;s14;t12;1;561;word;2;few;272;LF;BA[TA;5
43;s14;t13;1;641;word;2;few;317;LF;RADIO;5
131;s14;t14;1;571;word;2;few;320;LF;PESAK;5
115;s14;t15;1;741;word;2;few;374;LF;USPEH;5
7;s14;t16;1;591;word;2;few;422;HF;USLOV;5
44;s14;t17;1;691;word;2;few;894;HF;DINAR;5
174;s14;t18;1;651;word;2;few;1052;HF;ODBOR;5
14;s14;t19;1;561;word;2;few;1209;HF;SENKA;5
37;s14;t20;1;501;word;2;few;1452;HF;VLADA;5
136;s14;t22;1;621;word;3;few;335;LF;PU[KA;5
140;s14;t23;1;851;word;3;few;335;LF;SELJAK;6
39;s14;t24;1;811;word;3;few;348;LF;SPRAT;5
83;s14;t25;1;871;word;3;few;414;HF;MINUT;5
182;s14;t26;1;561;word;3;few;430;HF;VIDIK;5
55;s14;t27;1;671;word;3;few;631;HF;MAGLA;5
45;s14;t28;1;601;word;3;few;657;HF;MIRIS;5
187;s14;t29;1;621;word;3;few;1470;HF;TRAVA;5
183;s14;t30;1;541;word;3;few;1847;HF;ULICA;5
156;s14;t32;1;540;word;4;medium;280;LF;OBZIR;5
150;s14;t33;1;591;word;4;medium;295;LF;PA@NJA;6
157;s14;t35;1;550;word;4;medium;328;LF;POTOK;5
71;s14;t36;1;611;word;4;medium;375;LF;ZVONO;5
22;s14;t37;1;440;word;4;medium;484;HF;POMO];5
11;s14;t38;1;621;word;4;medium;831;HF;GRUDI;5
144;s14;t39;1;510;word;4;medium;1256;HF;GRANA;5
121;s14;t40;1;801;word;4;medium;2274;HF;VETAR;5
146;s14;t41;1;581;word;5;medium;262;LF;KOMAD;5
179;s14;t42;1;911;word;5;medium;270;LF;LOPTA;5
159;s14;t43;1;751;word;5;medium;281;LF;IGRA^;5
96;s14;t44;1;571;word;5;medium;409;HF;PRI^A;5
28;s14;t45;1;681;word;5;medium;517;HF;SAVEZ;5
47;s14;t46;1;621;word;5;medium;521;HF;GRUPA;5
141;s14;t47;1;631;word;5;medium;828;HF;JESEN;5
10;s14;t48;1;871;word;5;medium;981;HF;KORAK;5
173;s14;t49;1;560;word;5;medium;1011;HF;SRE]A;5
161;s14;t50;1;661;word;5;medium;1671;HF;PTICA;5
32;s14;t51;1;721;word;6;medium;148;LF;ORGAN;5
91;s14;t52;1;681;word;6;medium;164;LF;FORMA;5
30;s14;t53;1;571;word;6;medium;179;LF;BLATO;5
97;s14;t54;1;621;word;6;medium;184;LF;KLUPA;5
138;s14;t55;1;681;word;6;medium;216;LF;PONOR;5
104;s14;t56;1;691;word;6;medium;255;LF;PODNE;5
35;s14;t57;1;630;word;6;medium;318;LF;STENA;5
137;s14;t58;1;741;word;6;medium;463;HF;IZVOR;5
151;s14;t59;1;541;word;6;medium;2365;HF;LJUBAV;6
57;s14;t60;1;631;word;6;medium;2626;HF;PESMA;5
90;s14;t61;1;541;word;7;many;118;LF;MOMAK;5
171;s14;t62;1;791;word;7;many;129;LF;BLAGO;5
65;s14;t63;1;721;word;7;many;134;LF;OSNOV;5
176;s14;t65;1;641;word;7;many;326;LF;SLAVA;5
78;s14;t66;1;591;word;7;many;649;HF;KNJIGA;6
167;s14;t67;1;681;word;7;many;885;HF;[KOLA;5
162;s14;t68;1;571;word;7;many;1023;HF;BORBA;5
125;s14;t69;1;590;word;7;many;1565;HF;OBLAK;5
66;s14;t70;1;611;word;7;many;2984;HF;SUNCE;5
73;s14;t71;1;701;word;8;many;111;LF;REBRO;5
177;s14;t72;1;651;word;8;many;116;LF;KONAC;5
149;s14;t73;1;641;word;8;many;135;LF;POTEZ;5
63;s14;t74;1;862;word;8;many;159;LF;JUNAK;5
80;s14;t75;1;491;word;8;many;212;LF;LANAC;5
16;s14;t76;1;501;word;8;many;380;LF;ZLATO;5
134;s14;t77;1;1012;word;8;many;416;HF;PISMO;5
186;s14;t78;1;881;word;8;many;431;HF;ZAKON;5
89;s14;t79;1;851;word;8;many;1460;HF;SNAGA;5
84;s14;t80;1;631;word;8;many;3952;HF;ZEMLJA;6
132;s14;t81;1;641;word;9;many;161;LF;KLASA;5
99;s14;t82;1;601;word;9;many;168;LF;PLO^A;5
5;s14;t83;1;601;word;9;many;307;LF;KARTA;5
94;s14;t84;1;911;word;9;many;328;LF;MRE@A;5
76;s14;t85;1;611;word;9;many;399;LF;STANJE;6
19;s14;t86;1;481;word;9;many;403;HF;GOVOR;5
49;s14;t87;1;591;word;9;many;999;HF;POSAO;5
6;s14;t88;1;601;word;9;many;1180;HF;MESTO;5
53;s14;t89;1;821;word;9;many;1620;HF;NAROD;5
20;s14;t90;1;621;word;9;many;190;LF;TA^KA;5
23;s15;t1;1;781;word;1;few;302;LF;[APAT;5
41;s15;t2;1;721;word;1;few;320;LF;MR@NJA;6
64;s15;t3;1;901;word;1;few;391;LF;CESTA;5
68;s15;t4;1;791;word;1;few;414;HF;^E@NJA;6
5;s15;t5;1;931;word;1;few;424;HF;GRANJE;6
74;s15;t6;1;701;word;1;few;448;HF;DE^AK;5
150;s15;t7;1;641;word;1;few;453;HF;APRIL;5
40;s15;t8;1;691;word;1;few;720;HF;OSMEH;5
126;s15;t9;1;1131;word;1;few;786;HF;CVE]E;5
20;s15;t10;1;731;word;1;few;1085;HF;LI[]E;5
183;s15;t11;1;651;word;2;few;254;LF;EKIPA;5
166;s15;t12;1;831;word;2;few;272;LF;BA[TA;5
180;s15;t13;1;681;word;2;few;317;LF;RADIO;5
96;s15;t14;1;791;word;2;few;320;LF;PESAK;5
82;s15;t15;1;681;word;2;few;374;LF;USPEH;5
164;s15;t16;1;761;word;2;few;422;HF;USLOV;5
104;s15;t17;1;591;word;2;few;894;HF;DINAR;5
28;s15;t18;1;741;word;2;few;1052;HF;ODBOR;5
88;s15;t20;1;671;word;2;few;1452;HF;VLADA;5
99;s15;t21;1;931;word;3;few;334;LF;SUTON;5
53;s15;t22;1;831;word;3;few;335;LF;PU[KA;5
177;s15;t23;1;591;word;3;few;335;LF;SELJAK;6
170;s15;t24;1;751;word;3;few;348;LF;SPRAT;5
128;s15;t25;1;1242;word;3;few;414;HF;MINUT;5
62;s15;t26;1;771;word;3;few;430;HF;VIDIK;5
8;s15;t27;1;671;word;3;few;631;HF;MAGLA;5
2;s15;t29;1;591;word;3;few;1470;HF;TRAVA;5
92;s15;t30;1;801;word;3;few;1847;HF;ULICA;5
44;s15;t31;1;671;word;4;medium;278;LF;ZANOS;5
32;s15;t32;1;971;word;4;medium;280;LF;OBZIR;5
110;s15;t33;1;591;word;4;medium;295;LF;PA@NJA;6
135;s15;t34;1;661;word;4;medium;314;LF;SVEST;5
36;s15;t35;1;722;word;4;medium;328;LF;POTOK;5
37;s15;t36;1;651;word;4;medium;375;LF;ZVONO;5
86;s15;t37;1;701;word;4;medium;484;HF;POMO];5
78;s15;t38;1;621;word;4;medium;831;HF;GRUDI;5
31;s15;t39;1;701;word;4;medium;1256;HF;GRANA;5
102;s15;t40;1;681;word;4;medium;2274;HF;VETAR;5
19;s15;t41;1;701;word;5;medium;262;LF;KOMAD;5
109;s15;t42;1;781;word;5;medium;270;LF;LOPTA;5
76;s15;t43;1;821;word;5;medium;281;LF;IGRA^;5
21;s15;t44;1;660;word;5;medium;409;HF;PRI^A;5
95;s15;t45;1;731;word;5;medium;517;HF;SAVEZ;5
1;s15;t46;1;631;word;5;medium;521;HF;GRUPA;5
63;s15;t47;1;1021;word;5;medium;828;HF;JESEN;5
173;s15;t48;1;631;word;5;medium;981;HF;KORAK;5
176;s15;t49;1;792;word;5;medium;1011;HF;SRE]A;5
14;s15;t50;1;861;word;5;medium;1671;HF;PTICA;5
103;s15;t51;1;731;word;6;medium;148;LF;ORGAN;5
121;s15;t52;1;822;word;6;medium;164;LF;FORMA;5
38;s15;t53;1;621;word;6;medium;179;LF;BLATO;5
132;s15;t54;1;691;word;6;medium;184;LF;KLUPA;5
133;s15;t55;1;751;word;6;medium;216;LF;PONOR;5
122;s15;t56;1;671;word;6;medium;255;LF;PODNE;5
45;s15;t57;1;650;word;6;medium;318;LF;STENA;5
145;s15;t58;1;821;word;6;medium;463;HF;IZVOR;5
108;s15;t59;1;661;word;6;medium;2365;HF;LJUBAV;6
162;s15;t60;1;560;word;6;medium;2626;HF;PESMA;5
46;s15;t61;1;671;word;7;many;118;LF;MOMAK;5
113;s15;t62;1;961;word;7;many;129;LF;BLAGO;5
43;s15;t63;1;1011;word;7;many;134;LF;OSNOV;5
56;s15;t64;1;761;word;7;many;193;LF;STADO;5
114;s15;t65;1;781;word;7;many;326;LF;SLAVA;5
25;s15;t66;1;801;word;7;many;649;HF;KNJIGA;6
52;s15;t67;1;922;word;7;many;885;HF;[KOLA;5
181;s15;t68;1;561;word;7;many;1023;HF;BORBA;5
151;s15;t69;1;621;word;7;many;1565;HF;OBLAK;5
148;s15;t70;1;661;word;7;many;2984;HF;SUNCE;5
24;s15;t71;1;992;word;8;many;111;LF;REBRO;5
127;s15;t72;1;921;word;8;many;116;LF;KONAC;5
175;s15;t73;1;681;word;8;many;135;LF;POTEZ;5
123;s15;t74;1;721;word;8;many;159;LF;JUNAK;5
169;s15;t75;1;801;word;8;many;212;LF;LANAC;5
49;s15;t76;1;671;word;8;many;380;LF;ZLATO;5
72;s15;t77;1;781;word;8;many;416;HF;PISMO;5
161;s15;t78;1;691;word;8;many;431;HF;ZAKON;5
138;s15;t79;1;620;word;8;many;1460;HF;SNAGA;5
156;s15;t80;1;711;word;8;many;3952;HF;ZEMLJA;6
143;s15;t81;1;782;word;9;many;161;LF;KLASA;5
111;s15;t82;1;731;word;9;many;168;LF;PLO^A;5
59;s15;t83;1;871;word;9;many;307;LF;KARTA;5
22;s15;t84;1;761;word;9;many;328;LF;MRE@A;5
69;s15;t85;1;831;word;9;many;399;LF;STANJE;6
18;s15;t86;1;701;word;9;many;403;HF;GOVOR;5
131;s15;t87;1;761;word;9;many;999;HF;POSAO;5
70;s15;t88;1;671;word;9;many;1180;HF;MESTO;5
11;s15;t89;1;731;word;9;many;1620;HF;NAROD;5
47;s15;t90;1;611;word;9;many;190;LF;TA^KA;5
70;s16;t1;1;892;word;1;few;302;LF;[APAT;5
173;s16;t2;1;691;word;1;few;320;LF;MR@NJA;6
89;s16;t4;1;691;word;1;few;414;HF;^E@NJA;6
84;s16;t5;1;751;word;1;few;424;HF;GRANJE;6
41;s16;t6;1;641;word;1;few;448;HF;DE^AK;5
45;s16;t7;1;560;word;1;few;453;HF;APRIL;5
8;s16;t8;1;671;word;1;few;720;HF;OSMEH;5
76;s16;t9;1;541;word;1;few;786;HF;CVE]E;5
36;s16;t10;1;571;word;1;few;1085;HF;LI[]E;5
48;s16;t11;1;620;word;2;few;254;LF;EKIPA;5
162;s16;t12;1;601;word;2;few;272;LF;BA[TA;5
156;s16;t13;1;551;word;2;few;317;LF;RADIO;5
30;s16;t14;1;481;word;2;few;320;LF;PESAK;5
87;s16;t15;1;561;word;2;few;374;LF;USPEH;5
136;s16;t16;1;550;word;2;few;422;HF;USLOV;5
23;s16;t17;1;481;word;2;few;894;HF;DINAR;5
153;s16;t18;1;551;word;2;few;1052;HF;ODBOR;5
39;s16;t19;1;540;word;2;few;1209;HF;SENKA;5
29;s16;t20;1;571;word;2;few;1452;HF;VLADA;5
107;s16;t21;1;671;word;3;few;334;LF;SUTON;5
131;s16;t22;1;551;word;3;few;335;LF;PU[KA;5
3;s16;t23;1;651;word;3;few;335;LF;SELJAK;6
2;s16;t24;1;771;word;3;few;348;LF;SPRAT;5
170;s16;t25;1;571;word;3;few;414;HF;MINUT;5
148;s16;t26;1;651;word;3;few;430;HF;VIDIK;5
166;s16;t27;1;611;word;3;few;631;HF;MAGLA;5
120;s16;t28;1;621;word;3;few;657;HF;MIRIS;5
93;s16;t29;1;761;word;3;few;1470;HF;TRAVA;5
178;s16;t30;1;601;word;3;few;1847;HF;ULICA;5
151;s16;t31;1;571;word;4;medium;278;LF;ZANOS;5
143;s16;t32;1;901;word;4;medium;280;LF;OBZIR;5
10;s16;t33;1;580;word;4;medium;295;LF;PA@NJA;6
91;s16;t34;1;781;word;4;medium;314;LF;SVEST;5
38;s16;t35;1;560;word;4;medium;328;LF;POTOK;5
58;s16;t36;1;641;word;4;medium;375;LF;ZVONO;5
15;s16;t37;1;440;word;4;medium;484;HF;POMO];5
73;s16;t38;1;641;word;4;medium;831;HF;GRUDI;5
24;s16;t39;1;471;word;4;medium;1256;HF;GRANA;5
150;s16;t40;1;461;word;4;medium;2274;HF;VETAR;5
88;s16;t41;1;681;word;5;medium;262;LF;KOMAD;5
55;s16;t42;1;501;word;5;medium;270;LF;LOPTA;5
66;s16;t43;1;501;word;5;medium;281;LF;IGRA^;5
40;s16;t44;1;581;word;5;medium;409;HF;PRI^A;5
31;s16;t45;1;601;word;5;medium;517;HF;SAVEZ;5
19;s16;t46;1;601;word;5;medium;521;HF;GRUPA;5
54;s16;t47;1;571;word;5;medium;828;HF;JESEN;5
26;s16;t48;1;711;word;5;medium;981;HF;KORAK;5
44;s16;t49;1;520;word;5;medium;1011;HF;SRE]A;5
122;s16;t50;1;551;word;5;medium;1671;HF;PTICA;5
43;s16;t51;1;701;word;6;medium;148;LF;ORGAN;5
67;s16;t52;1;611;word;6;medium;164;LF;FORMA;5
103;s16;t53;1;751;word;6;medium;179;LF;BLATO;5
96;s16;t54;1;691;word;6;medium;184;LF;KLUPA;5
95;s16;t55;1;501;word;6;medium;216;LF;PONOR;5
46;s16;t56;1;641;word;6;medium;255;LF;PODNE;5
71;s16;t57;1;550;word;6;medium;318;LF;STENA;5
165;s16;t58;1;561;word;6;medium;463;HF;IZVOR;5
140;s16;t59;1;510;word;6;medium;2365;HF;LJUBAV;6
22;s16;t60;1;511;word;6;medium;2626;HF;PESMA;5
51;s16;t61;1;591;word;7;many;118;LF;MOMAK;5
47;s16;t62;1;500;word;7;many;129;LF;BLAGO;5
65;s16;t63;1;711;word;7;many;134;LF;OSNOV;5
124;s16;t64;1;711;word;7;many;193;LF;STADO;5
118;s16;t65;1;751;word;7;many;326;LF;SLAVA;5
63;s16;t66;1;540;word;7;many;649;HF;KNJIGA;6
99;s16;t67;1;621;word;7;many;885;HF;[KOLA;5
109;s16;t68;1;711;word;7;many;1023;HF;BORBA;5
127;s16;t69;1;611;word;7;many;1565;HF;OBLAK;5
158;s16;t70;1;551;word;7;many;2984;HF;SUNCE;5
147;s16;t71;1;721;word;8;many;111;LF;REBRO;5
60;s16;t72;1;501;word;8;many;116;LF;KONAC;5
4;s16;t73;1;591;word;8;many;135;LF;POTEZ;5
56;s16;t74;1;591;word;8;many;159;LF;JUNAK;5
86;s16;t75;1;911;word;8;many;212;LF;LANAC;5
115;s16;t76;1;440;word;8;many;380;LF;ZLATO;5
104;s16;t77;1;510;word;8;many;416;HF;PISMO;5
138;s16;t78;1;550;word;8;many;431;HF;ZAKON;5
154;s16;t79;1;621;word;8;many;1460;HF;SNAGA;5
129;s16;t80;1;561;word;8;many;3952;HF;ZEMLJA;6
163;s16;t81;1;551;word;9;many;161;LF;KLASA;5
146;s16;t82;1;752;word;9;many;168;LF;PLO^A;5
74;s16;t83;1;591;word;9;many;307;LF;KARTA;5
92;s16;t84;1;641;word;9;many;328;LF;MRE@A;5
77;s16;t85;1;511;word;9;many;399;LF;STANJE;6
141;s16;t86;1;550;word;9;many;403;HF;GOVOR;5
94;s16;t87;1;591;word;9;many;999;HF;POSAO;5
13;s16;t88;1;590;word;9;many;1180;HF;MESTO;5
105;s16;t89;1;681;word;9;many;1620;HF;NAROD;5
111;s16;t90;1;631;word;9;many;190;LF;TA^KA;5
87;s17;t1;1;731;word;1;few;302;LF;[APAT;5
122;s17;t2;1;571;word;1;few;320;LF;MR@NJA;6
67;s17;t3;1;721;word;1;few;391;LF;CESTA;5
169;s17;t4;1;641;word;1;few;414;HF;^E@NJA;6
152;s17;t5;1;791;word;1;few;424;HF;GRANJE;6
158;s17;t6;1;551;word;1;few;448;HF;DE^AK;5
132;s17;t7;1;751;word;1;few;453;HF;APRIL;5
135;s17;t8;1;762;word;1;few;720;HF;OSMEH;5
17;s17;t9;1;861;word;1;few;786;HF;CVE]E;5
60;s17;t10;1;531;word;1;few;1085;HF;LI[]E;5
10;s17;t11;1;671;word;2;few;254;LF;EKIPA;5
29;s17;t12;1;561;word;2;few;272;LF;BA[TA;5
105;s17;t13;1;471;word;2;few;317;LF;RADIO;5
138;s17;t14;1;470;word;2;few;320;LF;PESAK;5
129;s17;t15;1;681;word;2;few;374;LF;USPEH;5
160;s17;t16;1;641;word;2;few;422;HF;USLOV;5
154;s17;t17;1;491;word;2;few;894;HF;DINAR;5
165;s17;t18;1;631;word;2;few;1052;HF;ODBOR;5
48;s17;t19;1;591;word;2;few;1209;HF;SENKA;5
41;s17;t20;1;731;word;2;few;1452;HF;VLADA;5
56;s17;t21;1;681;word;3;few;334;LF;SUTON;5
7;s17;t22;1;641;word;3;few;335;LF;PU[KA;5
13;s17;t23;1;881;word;3;few;335;LF;SELJAK;6
89;s17;t24;1;751;word;3;few;348;LF;SPRAT;5
51;s17;t25;1;500;word;3;few;414;HF;MINUT;5
70;s17;t26;1;601;word;3;few;430;HF;VIDIK;5
178;s17;t27;1;681;word;3;few;631;HF;MAGLA;5
57;s17;t28;1;661;word;3;few;657;HF;MIRIS;5
137;s17;t29;1;500;word;3;few;1470;HF;TRAVA;5
133;s17;t30;1;591;word;3;few;1847;HF;ULICA;5
39;s17;t31;1;691;word;4;medium;278;LF;ZANOS;5
182;s17;t32;1;721;word;4;medium;280;LF;OBZIR;5
45;s17;t33;1;681;word;4;medium;295;LF;PA@NJA;6
6;s17;t34;1;791;word;4;medium;314;LF;SVEST;5
81;s17;t35;1;581;word;4;medium;328;LF;POTOK;5
125;s17;t36;1;560;word;4;medium;375;LF;ZVONO;5
97;s17;t37;1;591;word;4;medium;484;HF;POMO];5
101;s17;t38;1;531;word;4;medium;831;HF;GRUDI;5
64;s17;t39;1;641;word;4;medium;1256;HF;GRANA;5
115;s17;t40;1;701;word;4;medium;2274;HF;VETAR;5
167;s17;t41;1;621;word;5;medium;262;LF;KOMAD;5
161;s17;t42;1;651;word;5;medium;270;LF;LOPTA;5
100;s17;t43;1;591;word;5;medium;281;LF;IGRA^;5
38;s17;t44;1;801;word;5;medium;409;HF;PRI^A;5
26;s17;t45;1;551;word;5;medium;517;HF;SAVEZ;5
49;s17;t46;1;501;word;5;medium;521;HF;GRUPA;5
119;s17;t47;1;581;word;5;medium;828;HF;JESEN;5
104;s17;t48;1;611;word;5;medium;981;HF;KORAK;5
46;s17;t49;1;511;word;5;medium;1011;HF;SRE]A;5
121;s17;t50;1;601;word;5;medium;1671;HF;PTICA;5
151;s17;t51;1;731;word;6;medium;148;LF;ORGAN;5
61;s17;t52;1;691;word;6;medium;164;LF;FORMA;5
63;s17;t53;1;541;word;6;medium;179;LF;BLATO;5
22;s17;t54;1;671;word;6;medium;184;LF;KLUPA;5
143;s17;t55;1;671;word;6;medium;216;LF;PONOR;5
124;s17;t56;1;681;word;6;medium;255;LF;PODNE;5
153;s17;t57;1;571;word;6;medium;318;LF;STENA;5
155;s17;t58;1;501;word;6;medium;463;HF;IZVOR;5
86;s17;t59;1;541;word;6;medium;2365;HF;LJUBAV;6
59;s17;t60;1;701;word;6;medium;2626;HF;PESMA;5
107;s17;t61;1;491;word;7;many;118;LF;MOMAK;5
88;s17;t62;1;581;word;7;many;129;LF;BLAGO;5
114;s17;t63;1;1062;word;7;many;134;LF;OSNOV;5
130;s17;t64;1;671;word;7;many;193;LF;STADO;5
4;s17;t65;1;581;word;7;many;326;LF;SLAVA;5
112;s17;t66;1;781;word;7;many;649;HF;KNJIGA;6
85;s17;t67;1;771;word;7;many;885;HF;[KOLA;5
123;s17;t68;1;581;word;7;many;1023;HF;BORBA;5
73;s17;t69;1;651;word;7;many;1565;HF;OBLAK;5
78;s17;t70;1;671;word;7;many;2984;HF;SUNCE;5
90;s17;t71;1;601;word;8;many;111;LF;REBRO;5
108;s17;t72;1;481;word;8;many;116;LF;KONAC;5
134;s17;t73;1;601;word;8;many;135;LF;POTEZ;5
118;s17;t74;1;701;word;8;many;159;LF;JUNAK;5
117;s17;t75;1;691;word;8;many;212;LF;LANAC;5
144;s17;t76;1;550;word;8;many;380;LF;ZLATO;5
50;s17;t77;1;521;word;8;many;416;HF;PISMO;5
136;s17;t78;1;571;word;8;many;431;HF;ZAKON;5
91;s17;t79;1;571;word;8;many;1460;HF;SNAGA;5
106;s17;t80;1;501;word;8;many;3952;HF;ZEMLJA;6
172;s17;t81;1;721;word;9;many;161;LF;KLASA;5
36;s17;t82;1;881;word;9;many;168;LF;PLO^A;5
54;s17;t83;1;571;word;9;many;307;LF;KARTA;5
103;s17;t84;1;681;word;9;many;328;LF;MRE@A;5
19;s17;t85;1;601;word;9;many;399;LF;STANJE;6
93;s17;t86;1;631;word;9;many;403;HF;GOVOR;5
8;s17;t87;1;521;word;9;many;999;HF;POSAO;5
147;s17;t88;1;560;word;9;many;1180;HF;MESTO;5
148;s17;t89;1;510;word;9;many;1620;HF;NAROD;5
163;s17;t90;1;590;word;9;many;190;LF;TA^KA;5
3;s18;t1;1;901;word;1;few;302;LF;[APAT;5
168;s18;t2;1;631;word;1;few;320;LF;MR@NJA;6
158;s18;t4;1;771;word;1;few;414;HF;^E@NJA;6
70;s18;t6;1;1062;word;1;few;448;HF;DE^AK;5
153;s18;t7;1;640;word;1;few;453;HF;APRIL;5
75;s18;t8;1;761;word;1;few;720;HF;OSMEH;5
163;s18;t9;1;701;word;1;few;786;HF;CVE]E;5
14;s18;t10;1;812;word;1;few;1085;HF;LI[]E;5
25;s18;t11;1;741;word;2;few;254;LF;EKIPA;5
178;s18;t12;1;911;word;2;few;272;LF;BA[TA;5
140;s18;t13;1;661;word;2;few;317;LF;RADIO;5
170;s18;t14;1;872;word;2;few;320;LF;PESAK;5
45;s18;t15;1;691;word;2;few;374;LF;USPEH;5
182;s18;t16;1;681;word;2;few;422;HF;USLOV;5
68;s18;t17;1;671;word;2;few;894;HF;DINAR;5
134;s18;t18;1;901;word;2;few;1052;HF;ODBOR;5
76;s18;t19;1;680;word;2;few;1209;HF;SENKA;5
101;s18;t20;1;641;word;2;few;1452;HF;VLADA;5
32;s18;t21;1;821;word;3;few;334;LF;SUTON;5
161;s18;t22;1;651;word;3;few;335;LF;PU[KA;5
99;s18;t23;1;791;word;3;few;335;LF;SELJAK;6
57;s18;t24;1;861;word;3;few;348;LF;SPRAT;5
151;s18;t25;1;511;word;3;few;414;HF;MINUT;5
155;s18;t26;1;1021;word;3;few;430;HF;VIDIK;5
67;s18;t27;1;882;word;3;few;631;HF;MAGLA;5
94;s18;t28;1;771;word;3;few;657;HF;MIRIS;5
142;s18;t29;1;711;word;3;few;1470;HF;TRAVA;5
135;s18;t30;1;711;word;3;few;1847;HF;ULICA;5
2;s18;t31;1;841;word;4;medium;278;LF;ZANOS;5
122;s18;t32;1;941;word;4;medium;280;LF;OBZIR;5
95;s18;t33;1;681;word;4;medium;295;LF;PA@NJA;6
173;s18;t34;1;641;word;4;medium;314;LF;SVEST;5
74;s18;t35;1;751;word;4;medium;328;LF;POTOK;5
23;s18;t36;1;561;word;4;medium;375;LF;ZVONO;5
110;s18;t37;1;791;word;4;medium;484;HF;POMO];5
13;s18;t38;1;811;word;4;medium;831;HF;GRUDI;5
16;s18;t39;1;1252;word;4;medium;1256;HF;GRANA;5
127;s18;t40;1;681;word;4;medium;2274;HF;VETAR;5
48;s18;t41;1;771;word;5;medium;262;LF;KOMAD;5
21;s18;t42;1;651;word;5;medium;270;LF;LOPTA;5
